epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,131069,1.06397,1.68787,1.159,0.7705,0.72432,0.77738,0.54801,0.8438,1.33659,1.06978,0.00922942,0.00922942,0.00922942
182,131799,1.06427,1.69337,1.16223,0.76922,0.72212,0.77694,0.54841,0.84401,1.33743,1.06981,0.00922107,0.00922107,0.00922107
183,132520,1.06181,1.68883,1.15901,0.76917,0.72343,0.7771,0.54849,0.84376,1.3352,1.06956,0.00921268,0.00921268,0.00921268
184,133244,1.05935,1.67865,1.1573,0.77015,0.72492,0.77828,0.54931,0.84392,1.33588,1.0693,0.00920424,0.00920424,0.00920424
185,133971,1.06353,1.69169,1.16055,0.76919,0.72582,0.77859,0.54949,0.8437,1.33567,1.06919,0.00919576,0.00919576,0.00919576
186,134705,1.0585,1.67547,1.15979,0.76592,0.72762,0.77919,0.54948,0.84374,1.33561,1.06899,0.00918725,0.00918725,0.00918725
187,135428,1.06371,1.68661,1.15879,0.76423,0.7313,0.78117,0.54991,0.8438,1.3363,1.06889,0.00917869,0.00917869,0.00917869
188,136160,1.06008,1.67162,1.15799,0.76492,0.72963,0.78047,0.5501,0.8439,1.33576,1.06894,0.00917009,0.00917009,0.00917009
189,136879,1.06496,1.68606,1.1582,0.76579,0.72982,0.7808,0.55039,0.84414,1.3357,1.06894,0.00916145,0.00916145,0.00916145
190,137609,1.06127,1.67881,1.15799,0.76471,0.72715,0.78055,0.5502,0.84418,1.3359,1.06903,0.00915277,0.00915277,0.00915277
191,138335,1.06136,1.68851,1.16036,0.76309,0.72582,0.77888,0.55055,0.84449,1.33506,1.06918,0.00914405,0.00914405,0.00914405
192,139058,1.06355,1.68798,1.16038,0.76468,0.72929,0.78173,0.55028,0.84484,1.33444,1.0694,0.00913529,0.00913529,0.00913529
193,139783,1.06228,1.68187,1.15824,0.76033,0.73086,0.77995,0.54931,0.84474,1.33487,1.06932,0.00912649,0.00912649,0.00912649
194,140501,1.0666,1.69405,1.16447,0.76463,0.73386,0.78285,0.55029,0.84498,1.33424,1.06934,0.00911764,0.00911764,0.00911764
195,141230,1.0594,1.67592,1.15849,0.76639,0.73379,0.78372,0.55094,0.8451,1.33371,1.06946,0.00910876,0.00910876,0.00910876
196,141947,1.06273,1.68859,1.16117,0.76616,0.73425,0.78396,0.5511,0.84502,1.33153,1.06957,0.00909984,0.00909984,0.00909984
197,142668,1.06331,1.6824,1.16226,0.76325,0.73531,0.78411,0.55075,0.84513,1.3303,1.06965,0.00909088,0.00909088,0.00909088
198,143387,1.06424,1.67772,1.16024,0.76634,0.73504,0.78533,0.55142,0.84491,1.32823,1.06948,0.00908188,0.00908188,0.00908188
199,144105,1.06405,1.68859,1.15946,0.76872,0.7358,0.78641,0.55272,0.84474,1.32835,1.06927,0.00907284,0.00907284,0.00907284
200,144822,1.06183,1.67837,1.15836,0.76949,0.73988,0.78619,0.55262,0.84419,1.32943,1.0691,0.00906375,0.00906375,0.00906375
201,145538,1.06322,1.68619,1.15846,0.76916,0.73768,0.78588,0.55266,0.84356,1.32888,1.06852,0.00905463,0.00905463,0.00905463
202,146255,1.0617,1.67851,1.15863,0.76935,0.73817,0.78608,0.55363,0.84349,1.32867,1.06832,0.00904547,0.00904547,0.00904547
203,146994,1.05731,1.66813,1.16017,0.76756,0.73721,0.78573,0.55357,0.84319,1.32809,1.06827,0.00903627,0.00903627,0.00903627
204,147712,1.05957,1.68435,1.15647,0.76747,0.73739,0.78673,0.55286,0.84316,1.32789,1.0684,0.00902703,0.00902703,0.00902703
205,148431,1.06237,1.68743,1.1591,0.76629,0.73878,0.78763,0.55274,0.84319,1.32798,1.06855,0.00901776,0.00901776,0.00901776
206,149150,1.06453,1.68449,1.15949,0.76622,0.73999,0.78746,0.55377,0.84325,1.32826,1.06869,0.00900844,0.00900844,0.00900844
207,149877,1.05686,1.67728,1.15744,0.76535,0.74015,0.78678,0.55316,0.8433,1.3273,1.06881,0.00899908,0.00899908,0.00899908
208,150595,1.05999,1.68126,1.15926,0.76223,0.74086,0.78749,0.55327,0.84298,1.32434,1.06906,0.00898969,0.00898969,0.00898969
209,151324,1.05661,1.66943,1.15522,0.76144,0.74112,0.78877,0.55369,0.84299,1.32218,1.06911,0.00898025,0.00898025,0.00898025
210,152057,1.06019,1.67407,1.16015,0.76252,0.74143,0.78916,0.55437,0.84284,1.31983,1.06908,0.00897078,0.00897078,0.00897078
211,152777,1.05905,1.6704,1.15583,0.76348,0.74306,0.78884,0.55471,0.84243,1.31919,1.06894,0.00896127,0.00896127,0.00896127
212,153547,1.0592,1.66992,1.15581,0.76461,0.74346,0.7889,0.55532,0.84221,1.31746,1.06881,0.00895172,0.00895172,0.00895172
213,154287,1.0592,1.6702,1.1573,0.76606,0.74058,0.789,0.55539,0.84204,1.31509,1.06883,0.00894213,0.00894213,0.00894213
214,155020,1.05679,1.6712,1.15848,0.76592,0.7377,0.78854,0.55464,0.84126,1.3147,1.06865,0.0089325,0.0089325,0.0089325
215,155751,1.06007,1.67697,1.15895,0.76488,0.7406,0.78903,0.55529,0.84104,1.31337,1.06856,0.00892283,0.00892283,0.00892283
216,156490,1.05541,1.66193,1.15664,0.7665,0.73765,0.78933,0.5551,0.84069,1.31355,1.06843,0.00891313,0.00891313,0.00891313
217,157223,1.05657,1.67326,1.15489,0.76432,0.74017,0.78985,0.55619,0.84036,1.3128,1.06816,0.00890339,0.00890339,0.00890339
218,157953,1.05961,1.66983,1.15588,0.77299,0.73563,0.78994,0.5556,0.84047,1.3124,1.0681,0.00889361,0.00889361,0.00889361
219,158685,1.0582,1.66518,1.1576,0.76925,0.73864,0.79051,0.55637,0.84039,1.3122,1.06806,0.00888379,0.00888379,0.00888379
220,159420,1.05742,1.673,1.15671,0.77278,0.73655,0.79018,0.55527,0.84027,1.31043,1.06781,0.00887393,0.00887393,0.00887393
221,160154,1.0536,1.66319,1.15413,0.77396,0.73869,0.7912,0.55549,0.83988,1.3109,1.06751,0.00886404,0.00886404,0.00886404
222,160896,1.05784,1.66541,1.15887,0.77371,0.73652,0.79144,0.55582,0.83993,1.31042,1.06756,0.00885411,0.00885411,0.00885411
223,161634,1.0561,1.67102,1.15918,0.771,0.73754,0.79177,0.55598,0.83992,1.31108,1.06752,0.00884414,0.00884414,0.00884414
224,162372,1.05848,1.67494,1.15698,0.76894,0.74098,0.79222,0.55591,0.84015,1.31141,1.06761,0.00883413,0.00883413,0.00883413
225,163113,1.05985,1.67496,1.15796,0.76581,0.74752,0.79229,0.5567,0.83971,1.3114,1.06723,0.00882409,0.00882409,0.00882409
226,163858,1.05838,1.66287,1.15654,0.76922,0.74568,0.79255,0.55649,0.83991,1.30955,1.0673,0.00881401,0.00881401,0.00881401
227,164593,1.05312,1.66695,1.15468,0.76968,0.74439,0.79308,0.55631,0.8402,1.3086,1.06721,0.00880389,0.00880389,0.00880389
228,165337,1.05809,1.66881,1.15813,0.76547,0.74819,0.79293,0.55674,0.84031,1.30859,1.06723,0.00879374,0.00879374,0.00879374
229,166070,1.0592,1.67394,1.15548,0.76964,0.74579,0.79314,0.55708,0.84026,1.30897,1.06708,0.00878354,0.00878354,0.00878354
230,166816,1.05354,1.65942,1.15443,0.76691,0.74663,0.79361,0.55754,0.84011,1.30857,1.06694,0.00877332,0.00877332,0.00877332
231,167558,1.05513,1.67311,1.15905,0.7685,0.74387,0.79305,0.55694,0.83991,1.30685,1.06709,0.00876305,0.00876305,0.00876305
232,168301,1.05411,1.65614,1.15743,0.76669,0.74626,0.79351,0.55792,0.83996,1.30416,1.06709,0.00875275,0.00875275,0.00875275
233,169033,1.05748,1.67123,1.15544,0.7655,0.74768,0.79396,0.55843,0.83964,1.30204,1.06697,0.00874241,0.00874241,0.00874241
234,169769,1.05449,1.65309,1.15556,0.76421,0.74859,0.7938,0.55863,0.83964,1.3004,1.06692,0.00873203,0.00873203,0.00873203
235,170511,1.0537,1.66506,1.15677,0.76284,0.74815,0.79376,0.55878,0.83971,1.30006,1.06699,0.00872162,0.00872162,0.00872162
236,171248,1.05476,1.65069,1.15502,0.76253,0.74876,0.79384,0.55809,0.83928,1.29884,1.06679,0.00871117,0.00871117,0.00871117
237,171979,1.05074,1.66123,1.15756,0.7625,0.74569,0.79379,0.55804,0.83917,1.29944,1.06669,0.00870069,0.00870069,0.00870069
238,172703,1.04728,1.64505,1.15345,0.76241,0.74935,0.79436,0.55883,0.83904,1.30001,1.06675,0.00869017,0.00869017,0.00869017
239,173430,1.05155,1.65307,1.15229,0.76502,0.74966,0.79506,0.55849,0.83952,1.30044,1.06688,0.00867961,0.00867961,0.00867961
240,174142,1.05868,1.65968,1.15457,0.76504,0.749,0.79503,0.55891,0.83931,1.30015,1.067,0.00866902,0.00866902,0.00866902
241,174862,1.05078,1.65167,1.15342,0.76658,0.74731,0.79536,0.55894,0.83953,1.29933,1.06682,0.00865839,0.00865839,0.00865839
242,175585,1.05298,1.66556,1.15705,0.76434,0.75023,0.79573,0.55947,0.8394,1.29892,1.06674,0.00864773,0.00864773,0.00864773
243,176306,1.05141,1.65447,1.15209,0.76725,0.74915,0.79631,0.55949,0.83934,1.29692,1.06677,0.00863703,0.00863703,0.00863703
244,177038,1.04958,1.65723,1.15813,0.76644,0.75306,0.79658,0.56027,0.83873,1.29739,1.06657,0.0086263,0.0086263,0.0086263
245,177765,1.05556,1.65484,1.15767,0.77073,0.74573,0.79684,0.55948,0.83851,1.29739,1.06632,0.00861553,0.00861553,0.00861553
246,178496,1.05052,1.64968,1.15676,0.77106,0.74602,0.7967,0.56017,0.83801,1.2977,1.06626,0.00860473,0.00860473,0.00860473
247,179230,1.04886,1.64803,1.15549,0.76993,0.74429,0.79622,0.55961,0.83778,1.29779,1.06625,0.00859389,0.00859389,0.00859389
248,179958,1.05328,1.65775,1.15513,0.77061,0.74328,0.79688,0.56048,0.83766,1.29768,1.06612,0.00858301,0.00858301,0.00858301
249,180678,1.04948,1.64393,1.15314,0.77281,0.74296,0.79702,0.56014,0.83743,1.29673,1.06631,0.0085721,0.0085721,0.0085721
250,181406,1.04811,1.6505,1.15429,0.77922,0.74257,0.79721,0.56048,0.83772,1.29618,1.06654,0.00856116,0.00856116,0.00856116
251,182132,1.05348,1.66156,1.15612,0.78376,0.74375,0.79786,0.56071,0.83727,1.29508,1.06648,0.00855018,0.00855018,0.00855018
252,182841,1.05836,1.66443,1.1546,0.78507,0.74564,0.79802,0.56079,0.83743,1.29417,1.06664,0.00853917,0.00853917,0.00853917
253,183564,1.05403,1.65184,1.15387,0.78348,0.74566,0.79802,0.56066,0.83723,1.29337,1.06662,0.00852812,0.00852812,0.00852812
254,184289,1.04973,1.64397,1.15316,0.78325,0.7431,0.79825,0.56139,0.83731,1.29053,1.06677,0.00851704,0.00851704,0.00851704
255,185013,1.05154,1.64467,1.15459,0.78593,0.74279,0.79928,0.56246,0.83744,1.29139,1.06678,0.00850592,0.00850592,0.00850592
256,185734,1.05211,1.65312,1.15583,0.78347,0.74707,0.79892,0.56196,0.83728,1.29017,1.06677,0.00849477,0.00849477,0.00849477
257,186452,1.05236,1.65719,1.15242,0.77861,0.75096,0.79862,0.56194,0.83701,1.28956,1.06659,0.00848358,0.00848358,0.00848358
258,187167,1.05152,1.64926,1.15116,0.7813,0.74796,0.79928,0.56146,0.83665,1.28983,1.06616,0.00847237,0.00847237,0.00847237
259,187889,1.05196,1.64831,1.15234,0.7915,0.74232,0.80017,0.56183,0.83636,1.28948,1.06599,0.00846111,0.00846111,0.00846111
260,188620,1.04492,1.63651,1.15326,0.79149,0.74234,0.79948,0.56187,0.83634,1.28929,1.06581,0.00844983,0.00844983,0.00844983
261,189345,1.04681,1.63847,1.15082,0.79653,0.74101,0.79972,0.56214,0.83603,1.29015,1.06561,0.00843851,0.00843851,0.00843851
262,190072,1.04829,1.63376,1.15201,0.79379,0.7422,0.8,0.5615,0.836,1.28974,1.06571,0.00842716,0.00842716,0.00842716
263,190795,1.04699,1.6359,1.14916,0.79167,0.74426,0.80085,0.56237,0.83615,1.28958,1.06576,0.00841577,0.00841577,0.00841577
264,191519,1.05146,1.6502,1.15553,0.78879,0.74449,0.79998,0.56227,0.83607,1.28883,1.06574,0.00840435,0.00840435,0.00840435
265,192242,1.04439,1.63406,1.14978,0.78656,0.74523,0.80017,0.56172,0.83632,1.28792,1.06598,0.0083929,0.0083929,0.0083929
266,192963,1.04743,1.64317,1.15021,0.78813,0.74479,0.80067,0.5619,0.83656,1.28757,1.06607,0.00838141,0.00838141,0.00838141
267,193689,1.05017,1.64141,1.15221,0.79287,0.74461,0.80068,0.56167,0.83647,1.28802,1.06566,0.00836989,0.00836989,0.00836989
268,194414,1.04811,1.6486,1.15023,0.7877,0.7493,0.80118,0.5621,0.8367,1.28825,1.06563,0.00835834,0.00835834,0.00835834
269,195127,1.04887,1.64219,1.1521,0.78496,0.75055,0.80088,0.56243,0.83714,1.28582,1.06568,0.00834676,0.00834676,0.00834676
270,195850,1.04786,1.63793,1.1488,0.78777,0.75131,0.801,0.56229,0.83738,1.28641,1.06555,0.00833514,0.00833514,0.00833514
271,196565,1.05155,1.6519,1.15416,0.78834,0.75156,0.80166,0.56227,0.83769,1.28721,1.06564,0.00832349,0.00832349,0.00832349
272,197289,1.05431,1.65372,1.15199,0.78887,0.74493,0.79903,0.56211,0.83772,1.2863,1.06541,0.00831181,0.00831181,0.00831181
273,198011,1.04967,1.63465,1.15375,0.787,0.74481,0.79935,0.56163,0.83794,1.2857,1.06534,0.0083001,0.0083001,0.0083001
274,198737,1.04663,1.63343,1.15051,0.78976,0.74338,0.79869,0.56196,0.8379,1.28421,1.0653,0.00828835,0.00828835,0.00828835
275,199462,1.04444,1.62955,1.14866,0.78991,0.74291,0.79912,0.56171,0.83778,1.28268,1.06549,0.00827658,0.00827658,0.00827658
276,200178,1.0465,1.64238,1.15025,0.79019,0.7408,0.79854,0.56262,0.8377,1.28147,1.06549,0.00826477,0.00826477,0.00826477
277,200903,1.04791,1.64158,1.15313,0.79287,0.74409,0.80147,0.56263,0.8381,1.28075,1.06564,0.00825293,0.00825293,0.00825293
278,201624,1.04878,1.64235,1.15408,0.79179,0.74048,0.79946,0.56311,0.83828,1.27963,1.06558,0.00824105,0.00824105,0.00824105
279,202354,1.0414,1.62771,1.15059,0.79225,0.74295,0.8006,0.56387,0.83824,1.28021,1.06568,0.00822915,0.00822915,0.00822915
280,203076,1.04551,1.62891,1.14972,0.79195,0.74768,0.80282,0.56342,0.8385,1.27918,1.06572,0.00821722,0.00821722,0.00821722
281,203795,1.04593,1.63418,1.15038,0.79022,0.74635,0.80119,0.56445,0.8384,1.27747,1.06553,0.00820525,0.00820525,0.00820525
282,204518,1.04919,1.63644,1.15246,0.78155,0.75117,0.80082,0.56394,0.83789,1.27662,1.06536,0.00819325,0.00819325,0.00819325
283,205236,1.05099,1.64328,1.15184,0.77985,0.75279,0.80044,0.56348,0.83786,1.27765,1.0653,0.00818122,0.00818122,0.00818122
284,205958,1.04572,1.63683,1.15027,0.78268,0.75035,0.80053,0.56354,0.83775,1.27865,1.06535,0.00816916,0.00816916,0.00816916
285,206685,1.04072,1.62014,1.14636,0.79336,0.74613,0.80092,0.56458,0.838,1.27902,1.0653,0.00815707,0.00815707,0.00815707
286,207403,1.0418,1.62233,1.1461,0.80008,0.74526,0.80197,0.56513,0.83766,1.27923,1.06503,0.00814495,0.00814495,0.00814495
287,208125,1.04665,1.64033,1.15027,0.79549,0.74734,0.80224,0.56449,0.83712,1.27838,1.06464,0.0081328,0.0081328,0.0081328
288,208847,1.04916,1.64084,1.1537,0.7947,0.74925,0.80325,0.56537,0.83686,1.27672,1.06445,0.00812062,0.00812062,0.00812062
289,209573,1.04447,1.63208,1.15135,0.80097,0.74476,0.80294,0.5652,0.83702,1.27604,1.06452,0.00810841,0.00810841,0.00810841
290,210298,1.04508,1.6245,1.15053,0.79979,0.74158,0.80361,0.56504,0.837,1.27464,1.06442,0.00809616,0.00809616,0.00809616
291,211022,1.04822,1.63845,1.15423,0.79478,0.74376,0.80337,0.56583,0.8372,1.27631,1.0645,0.00808389,0.00808389,0.00808389
292,211742,1.04364,1.62699,1.14962,0.80221,0.73942,0.80364,0.56486,0.83708,1.27675,1.06439,0.00807159,0.00807159,0.00807159
293,212462,1.04594,1.63458,1.14973,0.79896,0.7402,0.8038,0.56539,0.83673,1.2769,1.06439,0.00805925,0.00805925,0.00805925
294,213186,1.05007,1.64185,1.15502,0.79625,0.74025,0.80308,0.56563,0.83672,1.27707,1.06459,0.00804689,0.00804689,0.00804689
295,213901,1.04723,1.63707,1.15138,0.80042,0.73916,0.80303,0.56566,0.83687,1.27902,1.06479,0.0080345,0.0080345,0.0080345
296,214624,1.04611,1.62561,1.14985,0.79377,0.74117,0.80265,0.56591,0.8367,1.28037,1.06462,0.00802208,0.00802208,0.00802208
297,215347,1.04402,1.62694,1.15016,0.79352,0.73967,0.80276,0.56558,0.83675,1.28067,1.06468,0.00800963,0.00800963,0.00800963
298,216077,1.04347,1.6187,1.14988,0.7916,0.74352,0.80433,0.56592,0.8363,1.27992,1.06458,0.00799715,0.00799715,0.00799715
299,216795,1.04295,1.6195,1.14773,0.79097,0.74407,0.80431,0.56626,0.83581,1.28022,1.06445,0.00798464,0.00798464,0.00798464
300,217522,1.04407,1.62213,1.14991,0.78778,0.74621,0.80469,0.5659,0.83591,1.27907,1.06443,0.0079721,0.0079721,0.0079721
301,218249,1.04186,1.6294,1.14872,0.78358,0.74837,0.80258,0.56557,0.83589,1.27811,1.06428,0.00795954,0.00795954,0.00795954
302,218977,1.03995,1.61926,1.14699,0.77991,0.74985,0.80219,0.56573,0.83575,1.27851,1.06393,0.00794694,0.00794694,0.00794694
303,219698,1.04591,1.62668,1.15043,0.78498,0.75127,0.80465,0.56695,0.83537,1.27796,1.06385,0.00793432,0.00793432,0.00793432
304,220423,1.03652,1.60692,1.14506,0.78682,0.75166,0.80605,0.56756,0.8354,1.27758,1.06386,0.00792167,0.00792167,0.00792167
305,221145,1.04193,1.62676,1.14918,0.78911,0.75145,0.80646,0.56745,0.83532,1.27765,1.06384,0.00790898,0.00790898,0.00790898
306,221873,1.04045,1.62398,1.14829,0.78764,0.74997,0.80678,0.56811,0.83465,1.27705,1.06362,0.00789628,0.00789628,0.00789628
307,222598,1.04065,1.62082,1.14863,0.78601,0.7488,0.8067,0.56801,0.83414,1.27587,1.06338,0.00788354,0.00788354,0.00788354
308,223325,1.04115,1.61827,1.149,0.78634,0.75056,0.8066,0.56781,0.8337,1.2762,1.0632,0.00787077,0.00787077,0.00787077
309,224038,1.0437,1.62264,1.14802,0.78572,0.7505,0.80698,0.56749,0.8335,1.2745,1.06326,0.00785798,0.00785798,0.00785798
310,224756,1.041,1.61407,1.14571,0.78781,0.754,0.80767,0.56827,0.83355,1.27545,1.06314,0.00784516,0.00784516,0.00784516
311,225486,1.04415,1.62005,1.152,0.78147,0.75813,0.80767,0.56907,0.83326,1.27588,1.06319,0.00783231,0.00783231,0.00783231
312,226208,1.04072,1.61586,1.14855,0.78478,0.75508,0.8069,0.56893,0.83306,1.27449,1.06317,0.00781944,0.00781944,0.00781944
313,226935,1.04413,1.62967,1.15216,0.78494,0.75417,0.80651,0.56799,0.83316,1.27447,1.06331,0.00780653,0.00780653,0.00780653
314,227658,1.04105,1.61818,1.1476,0.78539,0.75329,0.80687,0.56871,0.83289,1.27472,1.0628,0.0077936,0.0077936,0.0077936
315,228385,1.04297,1.62341,1.14875,0.78892,0.75239,0.80696,0.56825,0.83276,1.27296,1.06294,0.00778065,0.00778065,0.00778065
316,229103,1.04465,1.62556,1.1484,0.78578,0.75493,0.8074,0.56807,0.83237,1.27272,1.06245,0.00776766,0.00776766,0.00776766
317,229831,1.03955,1.61301,1.14704,0.78544,0.75579,0.80738,0.56819,0.83229,1.27383,1.06266,0.00775465,0.00775465,0.00775465
318,230563,1.04117,1.61082,1.14872,0.78487,0.75343,0.80706,0.56796,0.83234,1.27273,1.06272,0.00774161,0.00774161,0.00774161
319,231292,1.04276,1.61221,1.14567,0.78837,0.75232,0.80688,0.56775,0.83261,1.27291,1.06264,0.00772855,0.00772855,0.00772855
320,232025,1.03818,1.60514,1.14507,0.78468,0.75611,0.80796,0.56708,0.83278,1.27307,1.06272,0.00771546,0.00771546,0.00771546
321,232744,1.03889,1.60359,1.1445,0.78428,0.75811,0.80813,0.56745,0.83268,1.27275,1.06243,0.00770234,0.00770234,0.00770234
322,233473,1.04013,1.61648,1.15005,0.78651,0.75951,0.80893,0.56832,0.83266,1.27425,1.06261,0.0076892,0.0076892,0.0076892
323,234195,1.04291,1.62648,1.14754,0.78641,0.76182,0.80871,0.56869,0.83262,1.27549,1.06239,0.00767603,0.00767603,0.00767603
324,234911,1.04135,1.61417,1.14647,0.78747,0.7586,0.80927,0.56816,0.83269,1.27519,1.06233,0.00766284,0.00766284,0.00766284
325,235633,1.03623,1.60664,1.14371,0.78539,0.75693,0.80884,0.56873,0.8326,1.27512,1.06235,0.00764961,0.00764961,0.00764961
326,236349,1.03695,1.60902,1.14436,0.78619,0.75943,0.8095,0.56873,0.83229,1.27399,1.06223,0.00763637,0.00763637,0.00763637
327,237073,1.04061,1.61654,1.14715,0.78359,0.76429,0.80904,0.56876,0.8325,1.27406,1.0619,0.0076231,0.0076231,0.0076231
328,237792,1.04119,1.60812,1.14748,0.78501,0.76275,0.80938,0.56823,0.83236,1.27371,1.06179,0.0076098,0.0076098,0.0076098
329,238516,1.03884,1.6107,1.14536,0.78489,0.76115,0.80897,0.56883,0.8317,1.27342,1.0615,0.00759648,0.00759648,0.00759648
330,239243,1.04035,1.60343,1.14538,0.78144,0.76394,0.80893,0.56928,0.83156,1.2741,1.0615,0.00758313,0.00758313,0.00758313
331,239966,1.03839,1.61134,1.14297,0.78262,0.76334,0.80886,0.56935,0.83134,1.27429,1.06132,0.00756976,0.00756976,0.00756976
332,240700,1.03527,1.60455,1.14614,0.78767,0.76007,0.80874,0.56862,0.83149,1.27437,1.06144,0.00755636,0.00755636,0.00755636
333,241424,1.03687,1.60278,1.14475,0.7873,0.75977,0.80906,0.56883,0.83109,1.27401,1.06118,0.00754293,0.00754293,0.00754293
334,242154,1.03706,1.60236,1.14489,0.78708,0.75862,0.80886,0.56917,0.83111,1.27263,1.0611,0.00752949,0.00752949,0.00752949
335,242881,1.03511,1.59509,1.14133,0.78806,0.75857,0.8099,0.57009,0.83089,1.2717,1.06086,0.00751602,0.00751602,0.00751602
336,243604,1.03978,1.60734,1.14634,0.79525,0.75566,0.80922,0.57016,0.83083,1.27072,1.06057,0.00750252,0.00750252,0.00750252
337,244326,1.03571,1.60389,1.14569,0.79687,0.75573,0.80872,0.5701,0.83111,1.26902,1.06057,0.007489,0.007489,0.007489
338,245048,1.03612,1.59338,1.14312,0.79357,0.75773,0.80905,0.56959,0.83128,1.26978,1.06032,0.00747546,0.00747546,0.00747546
339,245769,1.04309,1.61526,1.14945,0.79015,0.75892,0.80895,0.56995,0.83111,1.2691,1.0601,0.00746189,0.00746189,0.00746189
340,246500,1.03879,1.61402,1.14636,0.7884,0.75888,0.80879,0.57,0.83044,1.26881,1.0598,0.0074483,0.0074483,0.0074483
341,247224,1.03505,1.59651,1.14237,0.78939,0.7607,0.80947,0.5691,0.83015,1.26926,1.05957,0.00743468,0.00743468,0.00743468
342,247949,1.03814,1.60655,1.14496,0.78931,0.76159,0.81003,0.57018,0.83019,1.26916,1.05967,0.00742104,0.00742104,0.00742104
343,248680,1.03247,1.58856,1.14455,0.78926,0.7609,0.81035,0.56935,0.83015,1.26817,1.05954,0.00740738,0.00740738,0.00740738
344,249407,1.03341,1.60076,1.1425,0.79615,0.75829,0.81025,0.56973,0.82978,1.26613,1.05945,0.00739369,0.00739369,0.00739369
345,250136,1.03699,1.59798,1.14546,0.79274,0.75879,0.81089,0.56986,0.82984,1.2652,1.05954,0.00737998,0.00737998,0.00737998
346,250913,1.03596,1.60614,1.14316,0.78893,0.75989,0.81052,0.56979,0.82977,1.26467,1.0593,0.00736625,0.00736625,0.00736625
347,251672,1.03336,1.59566,1.14281,0.79176,0.75952,0.81129,0.57006,0.82992,1.26355,1.05927,0.0073525,0.0073525,0.0073525
348,252409,1.03598,1.59616,1.14365,0.78903,0.76132,0.81182,0.5703,0.82937,1.26309,1.05874,0.00733872,0.00733872,0.00733872
349,253144,1.03255,1.59416,1.14287,0.78484,0.7638,0.81292,0.57062,0.82909,1.26209,1.05866,0.00732492,0.00732492,0.00732492
350,253870,1.03613,1.59681,1.14354,0.78568,0.76388,0.81223,0.57078,0.82919,1.26002,1.0586,0.0073111,0.0073111,0.0073111
351,254596,1.03627,1.59248,1.14223,0.78378,0.76653,0.81294,0.57027,0.82888,1.2594,1.05822,0.00729725,0.00729725,0.00729725
352,255347,1.02605,1.57388,1.13893,0.78583,0.76329,0.81235,0.57022,0.82876,1.25726,1.05802,0.00728339,0.00728339,0.00728339
353,256105,1.03203,1.59136,1.14261,0.78602,0.76369,0.81231,0.57082,0.8287,1.25514,1.05784,0.0072695,0.0072695,0.0072695
354,256832,1.03783,1.60565,1.14459,0.78655,0.76444,0.81279,0.57077,0.82837,1.25429,1.0575,0.00725559,0.00725559,0.00725559
355,257559,1.03319,1.59168,1.1407,0.78422,0.76418,0.81334,0.57154,0.82836,1.25233,1.05727,0.00724165,0.00724165,0.00724165
356,258290,1.03405,1.59865,1.14214,0.78289,0.76636,0.8135,0.57156,0.82839,1.25103,1.05724,0.0072277,0.0072277,0.0072277
357,259012,1.03242,1.59088,1.13867,0.78276,0.76721,0.81365,0.57095,0.82821,1.25033,1.05717,0.00721372,0.00721372,0.00721372
358,259743,1.03099,1.58746,1.14029,0.78389,0.7653,0.81259,0.57029,0.82818,1.24986,1.05707,0.00719973,0.00719973,0.00719973
359,260477,1.03468,1.59417,1.14193,0.78845,0.76136,0.81214,0.57069,0.82847,1.25021,1.0572,0.00718571,0.00718571,0.00718571
360,261210,1.03176,1.59067,1.14019,0.78609,0.76236,0.81227,0.57093,0.82843,1.24949,1.05699,0.00717167,0.00717167,0.00717167
361,261932,1.03264,1.59038,1.13995,0.79093,0.75898,0.81207,0.57135,0.82835,1.24843,1.05686,0.00715761,0.00715761,0.00715761
362,262655,1.03319,1.59158,1.13958,0.79426,0.76005,0.81285,0.57161,0.82839,1.2476,1.05685,0.00714353,0.00714353,0.00714353
363,263380,1.03656,1.58813,1.13975,0.79344,0.76009,0.81249,0.57239,0.8287,1.24762,1.05681,0.00712942,0.00712942,0.00712942
364,264113,1.02961,1.58072,1.14056,0.79068,0.76209,0.81282,0.5726,0.82825,1.24598,1.05665,0.0071153,0.0071153,0.0071153
365,264851,1.03038,1.57968,1.14079,0.7935,0.76351,0.81321,0.57278,0.82796,1.24532,1.05651,0.00710116,0.00710116,0.00710116
366,265577,1.03238,1.59176,1.13934,0.79319,0.76427,0.81285,0.57223,0.82777,1.24487,1.0565,0.007087,0.007087,0.007087
367,266296,1.03396,1.58583,1.141,0.79381,0.76581,0.81326,0.57225,0.82751,1.24397,1.05636,0.00707281,0.00707281,0.00707281
368,267027,1.02815,1.58144,1.14023,0.79253,0.76494,0.81276,0.57259,0.82733,1.24438,1.05634,0.00705861,0.00705861,0.00705861
369,267764,1.02663,1.58076,1.14079,0.79121,0.76452,0.81304,0.57242,0.82679,1.24334,1.05607,0.00704439,0.00704439,0.00704439
370,268491,1.0289,1.58616,1.1403,0.79271,0.76236,0.81285,0.57223,0.82679,1.24303,1.05603,0.00703014,0.00703014,0.00703014
