epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
371,269217,1.02709,1.57597,1.13866,0.78949,0.76644,0.8128,0.57203,0.82655,1.24293,1.05607,0.00701588,0.00701588,0.00701588
372,269937,1.02838,1.58007,1.13745,0.79177,0.76636,0.81356,0.57271,0.82639,1.24131,1.05578,0.0070016,0.0070016,0.0070016
373,270658,1.03277,1.58841,1.13907,0.79473,0.7663,0.81359,0.57279,0.82665,1.24189,1.05569,0.0069873,0.0069873,0.0069873
374,271386,1.02608,1.57499,1.13725,0.79704,0.76437,0.81389,0.57226,0.82625,1.24119,1.0554,0.00697298,0.00697298,0.00697298
375,272105,1.03111,1.58179,1.13895,0.79379,0.76738,0.81458,0.57325,0.82647,1.24139,1.05523,0.00695864,0.00695864,0.00695864
376,272828,1.03394,1.58818,1.13992,0.7918,0.76949,0.81468,0.57338,0.82629,1.24177,1.05494,0.00694428,0.00694428,0.00694428
377,273549,1.02443,1.57187,1.13677,0.79037,0.76774,0.8148,0.57351,0.82602,1.24088,1.05473,0.00692991,0.00692991,0.00692991
378,274278,1.02553,1.56201,1.13793,0.79388,0.77043,0.81438,0.57243,0.82595,1.23993,1.05479,0.00691551,0.00691551,0.00691551
379,275010,1.02108,1.56226,1.13594,0.79305,0.76848,0.8138,0.57203,0.82629,1.23851,1.05479,0.0069011,0.0069011,0.0069011
380,275748,1.02031,1.56721,1.13719,0.79009,0.76796,0.81356,0.57236,0.82631,1.23721,1.05487,0.00688667,0.00688667,0.00688667
381,276474,1.02437,1.5697,1.13726,0.7911,0.76802,0.81424,0.57208,0.82647,1.23665,1.05492,0.00687222,0.00687222,0.00687222
382,277198,1.03018,1.57748,1.13825,0.792,0.7661,0.81468,0.57191,0.82582,1.23571,1.05465,0.00685775,0.00685775,0.00685775
383,277928,1.02372,1.56795,1.13791,0.7933,0.7662,0.81516,0.57304,0.82579,1.23611,1.05453,0.00684326,0.00684326,0.00684326
384,278653,1.02373,1.57555,1.13416,0.79799,0.76892,0.8158,0.57356,0.82609,1.23668,1.05452,0.00682876,0.00682876,0.00682876
385,279378,1.0254,1.56555,1.13863,0.79598,0.76793,0.81622,0.57404,0.82603,1.23653,1.05452,0.00681424,0.00681424,0.00681424
386,280107,1.02423,1.56267,1.13537,0.79486,0.76932,0.81559,0.57364,0.82605,1.23673,1.05458,0.0067997,0.0067997,0.0067997
387,280829,1.02745,1.57822,1.13746,0.79454,0.77021,0.8158,0.57343,0.8259,1.23802,1.05453,0.00678514,0.00678514,0.00678514
388,281552,1.02598,1.57355,1.13822,0.79146,0.76899,0.81559,0.57375,0.82578,1.23757,1.05449,0.00677057,0.00677057,0.00677057
389,282284,1.02032,1.55352,1.13449,0.79083,0.77033,0.8161,0.57361,0.82566,1.2369,1.05433,0.00675598,0.00675598,0.00675598
390,283009,1.02666,1.57528,1.13891,0.79005,0.77066,0.81573,0.57468,0.82529,1.23747,1.05446,0.00674138,0.00674138,0.00674138
391,283742,1.02565,1.5697,1.13879,0.79191,0.76987,0.81622,0.57478,0.82528,1.23722,1.05457,0.00672675,0.00672675,0.00672675
392,284480,1.02041,1.55989,1.13661,0.79218,0.76957,0.81598,0.57504,0.82574,1.23503,1.05457,0.00671211,0.00671211,0.00671211
393,285213,1.01989,1.56438,1.13426,0.79096,0.76795,0.81482,0.57512,0.82553,1.23505,1.05464,0.00669746,0.00669746,0.00669746
394,285933,1.02825,1.5784,1.13669,0.79458,0.76748,0.81525,0.57438,0.82554,1.23442,1.0544,0.00668278,0.00668278,0.00668278
395,286771,1.0232,1.56661,1.13741,0.79826,0.76764,0.81561,0.57533,0.82542,1.23375,1.05455,0.0066681,0.0066681,0.0066681
396,287642,1.0282,1.57464,1.13768,0.79933,0.76677,0.81599,0.57563,0.82578,1.23208,1.05459,0.00665339,0.00665339,0.00665339
397,288920,1.02475,1.56782,1.13735,0.80118,0.76551,0.81606,0.57496,0.82513,1.23194,1.0544,0.00663867,0.00663867,0.00663867
398,290217,1.02253,1.56898,1.13587,0.80109,0.76551,0.81631,0.5749,0.82547,1.23134,1.05471,0.00662393,0.00662393,0.00662393
399,291554,1.02138,1.55667,1.13582,0.8021,0.76702,0.81649,0.57437,0.82542,1.23068,1.05445,0.00660918,0.00660918,0.00660918
400,292890,1.02199,1.56942,1.13543,0.80367,0.76644,0.81662,0.57449,0.82508,1.22935,1.05404,0.00659442,0.00659442,0.00659442
401,294202,1.02474,1.56882,1.13873,0.80501,0.76247,0.81517,0.57522,0.8253,1.22802,1.0541,0.00657963,0.00657963,0.00657963
402,295534,1.0232,1.5616,1.13732,0.80567,0.76502,0.81648,0.57485,0.82549,1.22697,1.05416,0.00656484,0.00656484,0.00656484
403,296842,1.02712,1.56981,1.13829,0.80538,0.76499,0.81666,0.57522,0.82531,1.22668,1.05418,0.00655002,0.00655002,0.00655002
404,298170,1.02055,1.55431,1.13527,0.80359,0.76581,0.81659,0.57579,0.82527,1.22564,1.05381,0.0065352,0.0065352,0.0065352
405,299448,1.02554,1.56942,1.13592,0.80035,0.76661,0.81644,0.57583,0.82537,1.22362,1.0537,0.00652036,0.00652036,0.00652036
406,300358,1.02284,1.56361,1.13616,0.80238,0.76719,0.8173,0.57564,0.82538,1.22307,1.05359,0.0065055,0.0065055,0.0065055
407,301096,1.01836,1.55692,1.13215,0.79759,0.77249,0.81778,0.57601,0.82529,1.22199,1.05329,0.00649063,0.00649063,0.00649063
408,301822,1.02199,1.5549,1.13164,0.8039,0.76828,0.8181,0.57631,0.82514,1.22071,1.05281,0.00647574,0.00647574,0.00647574
409,302558,1.0203,1.56189,1.13361,0.80331,0.76997,0.8186,0.57706,0.82498,1.22033,1.05271,0.00646085,0.00646085,0.00646085
410,303296,1.02129,1.5615,1.13616,0.79887,0.76844,0.81585,0.57716,0.82455,1.22004,1.0525,0.00644593,0.00644593,0.00644593
411,304026,1.02371,1.56451,1.135,0.79862,0.77046,0.81736,0.57715,0.82465,1.22084,1.05229,0.00643101,0.00643101,0.00643101
412,304755,1.01713,1.55209,1.13089,0.79534,0.76877,0.81435,0.57676,0.82445,1.22008,1.05215,0.00641607,0.00641607,0.00641607
413,305479,1.02043,1.55138,1.13328,0.79773,0.77109,0.81661,0.57678,0.82423,1.21882,1.05212,0.00640111,0.00640111,0.00640111
414,306208,1.01639,1.55664,1.13245,0.80008,0.76918,0.8172,0.57615,0.82422,1.21865,1.05194,0.00638615,0.00638615,0.00638615
415,306937,1.01905,1.5487,1.13404,0.79533,0.77246,0.81789,0.57656,0.82433,1.21756,1.05197,0.00637116,0.00637116,0.00637116
416,307665,1.01905,1.54602,1.13214,0.79932,0.76875,0.81715,0.57574,0.8246,1.2172,1.05204,0.00635617,0.00635617,0.00635617
417,308403,1.0231,1.56199,1.13535,0.80286,0.76609,0.81773,0.57614,0.82482,1.21477,1.05208,0.00634117,0.00634117,0.00634117
418,309129,1.02377,1.55851,1.13258,0.7919,0.77164,0.81791,0.57672,0.8251,1.21452,1.05198,0.00632615,0.00632615,0.00632615
419,309864,1.02402,1.55213,1.13627,0.80282,0.76206,0.81771,0.57697,0.82511,1.21407,1.05182,0.00631112,0.00631112,0.00631112
420,310598,1.01928,1.55704,1.13279,0.80563,0.7607,0.81796,0.57672,0.8247,1.21474,1.05183,0.00629607,0.00629607,0.00629607
421,311335,1.01853,1.55742,1.13419,0.80197,0.76203,0.81813,0.57693,0.82476,1.21444,1.05187,0.00628101,0.00628101,0.00628101
422,312063,1.0163,1.54633,1.12994,0.80233,0.76417,0.81803,0.57719,0.82465,1.21258,1.0518,0.00626595,0.00626595,0.00626595
423,312797,1.01838,1.5473,1.13431,0.79442,0.767,0.81798,0.5767,0.82487,1.21262,1.05182,0.00625087,0.00625087,0.00625087
424,313522,1.01698,1.54072,1.13163,0.7916,0.77125,0.81817,0.57702,0.82484,1.21182,1.05175,0.00623577,0.00623577,0.00623577
425,314251,1.02263,1.55728,1.13702,0.79547,0.77056,0.81827,0.57725,0.82476,1.21222,1.05196,0.00622067,0.00622067,0.00622067
426,314993,1.01307,1.54045,1.12992,0.79018,0.77219,0.81868,0.57743,0.82477,1.21285,1.05197,0.00620555,0.00620555,0.00620555
427,315720,1.01637,1.54113,1.12969,0.79409,0.76983,0.81895,0.57791,0.82457,1.21274,1.05168,0.00619043,0.00619043,0.00619043
428,316454,1.02011,1.548,1.13311,0.7961,0.77025,0.81919,0.57783,0.82413,1.21243,1.05151,0.00617529,0.00617529,0.00617529
429,317183,1.01888,1.5416,1.13088,0.79473,0.77121,0.81911,0.5777,0.82435,1.21205,1.05152,0.00616014,0.00616014,0.00616014
430,317911,1.02089,1.55911,1.13323,0.79583,0.77148,0.8196,0.57774,0.82448,1.21168,1.05145,0.00614498,0.00614498,0.00614498
431,318638,1.02115,1.55041,1.13209,0.79561,0.77138,0.81914,0.57681,0.82423,1.21062,1.05125,0.00612981,0.00612981,0.00612981
432,319371,1.01549,1.54129,1.13117,0.79834,0.77082,0.82008,0.57704,0.82396,1.2111,1.05115,0.00611463,0.00611463,0.00611463
433,320100,1.01284,1.54257,1.13001,0.79812,0.77074,0.82036,0.57765,0.82387,1.21007,1.05091,0.00609944,0.00609944,0.00609944
434,320832,1.01403,1.53988,1.13072,0.79537,0.77155,0.82007,0.57767,0.82416,1.20974,1.05093,0.00608423,0.00608423,0.00608423
435,321561,1.01624,1.55241,1.13408,0.79556,0.7695,0.8182,0.57671,0.8244,1.20929,1.05107,0.00606902,0.00606902,0.00606902
436,322290,1.0128,1.54675,1.13096,0.79223,0.77117,0.81803,0.57716,0.82456,1.208,1.05107,0.0060538,0.0060538,0.0060538
437,323021,1.01465,1.53509,1.13206,0.79659,0.76825,0.81777,0.57703,0.82441,1.20729,1.05094,0.00603856,0.00603856,0.00603856
438,323749,1.01632,1.53886,1.13066,0.79033,0.76914,0.81857,0.57742,0.82403,1.20721,1.05074,0.00602332,0.00602332,0.00602332
439,324478,1.01457,1.53766,1.13125,0.78986,0.76822,0.81843,0.57789,0.82402,1.20739,1.05076,0.00600807,0.00600807,0.00600807
440,325203,1.01189,1.54476,1.12733,0.7917,0.76876,0.81876,0.57762,0.8237,1.20724,1.05043,0.00599281,0.00599281,0.00599281
441,325930,1.01879,1.54627,1.12908,0.79632,0.76679,0.81885,0.57799,0.82353,1.20713,1.05022,0.00597754,0.00597754,0.00597754
442,326660,1.01308,1.53077,1.12767,0.80002,0.76576,0.8186,0.57809,0.82353,1.20759,1.04999,0.00596226,0.00596226,0.00596226
443,327392,1.00647,1.52226,1.12513,0.80239,0.76712,0.82052,0.57864,0.82345,1.20853,1.0498,0.00594697,0.00594697,0.00594697
444,328115,1.01605,1.53857,1.13114,0.80303,0.76597,0.81941,0.57808,0.82314,1.20937,1.04951,0.00593167,0.00593167,0.00593167
445,328841,1.01246,1.53473,1.129,0.80436,0.76781,0.82017,0.57816,0.82306,1.20981,1.04933,0.00591636,0.00591636,0.00591636
446,329574,1.01659,1.54137,1.13292,0.80705,0.76828,0.82063,0.57791,0.8227,1.2095,1.04931,0.00590105,0.00590105,0.00590105
447,330305,1.01047,1.52665,1.12847,0.80759,0.7677,0.81944,0.57769,0.82221,1.20908,1.04916,0.00588573,0.00588573,0.00588573
448,331031,1.01399,1.53798,1.12991,0.80781,0.76641,0.81991,0.5776,0.82245,1.20856,1.04925,0.00587039,0.00587039,0.00587039
449,331760,1.01439,1.54669,1.13371,0.80752,0.76825,0.82044,0.57983,0.82274,1.20873,1.04944,0.00585505,0.00585505,0.00585505
450,332487,1.00803,1.52149,1.12662,0.80562,0.7676,0.81999,0.57913,0.82276,1.20809,1.04932,0.00583971,0.00583971,0.00583971
451,333211,1.01374,1.53983,1.1277,0.80899,0.7679,0.81977,0.57873,0.82293,1.20928,1.04954,0.00582435,0.00582435,0.00582435
452,333943,1.01133,1.53383,1.12991,0.80611,0.76929,0.81998,0.57916,0.82246,1.20938,1.04941,0.00580899,0.00580899,0.00580899
453,334661,1.01061,1.53047,1.12596,0.80931,0.76496,0.81999,0.57835,0.82213,1.20946,1.04926,0.00579362,0.00579362,0.00579362
454,335386,1.00854,1.52174,1.12827,0.80344,0.76941,0.82054,0.57881,0.82214,1.2101,1.04915,0.00577824,0.00577824,0.00577824
455,336119,1.00654,1.51849,1.12653,0.80303,0.76929,0.82022,0.57826,0.82207,1.20995,1.04918,0.00576285,0.00576285,0.00576285
456,336847,1.0115,1.52461,1.12551,0.80672,0.76725,0.82028,0.57843,0.82148,1.20891,1.04877,0.00574746,0.00574746,0.00574746
457,337577,1.00719,1.51763,1.12563,0.80636,0.76725,0.82105,0.57859,0.8212,1.20828,1.0484,0.00573206,0.00573206,0.00573206
458,338303,1.00854,1.51878,1.12642,0.80929,0.76854,0.8211,0.57873,0.82101,1.20756,1.04816,0.00571666,0.00571666,0.00571666
459,339026,1.00735,1.51697,1.12449,0.80507,0.7702,0.82137,0.57975,0.82092,1.20721,1.04822,0.00570124,0.00570124,0.00570124
460,339752,1.01146,1.52268,1.12426,0.80693,0.77052,0.82189,0.57961,0.8211,1.20706,1.0481,0.00568582,0.00568582,0.00568582
461,340480,1.01157,1.52784,1.12688,0.80676,0.77006,0.82216,0.58067,0.82071,1.20778,1.04771,0.0056704,0.0056704,0.0056704
462,341214,1.00367,1.50876,1.12515,0.8089,0.7714,0.82304,0.58037,0.82056,1.20714,1.0476,0.00565497,0.00565497,0.00565497
463,341949,1.00836,1.5149,1.12744,0.80856,0.76995,0.82232,0.58079,0.82022,1.20634,1.04744,0.00563953,0.00563953,0.00563953
464,342677,1.00723,1.51093,1.12404,0.81362,0.76928,0.82319,0.58085,0.82015,1.20644,1.04726,0.00562409,0.00562409,0.00562409
465,343399,1.0066,1.51522,1.12604,0.81162,0.77062,0.82346,0.58078,0.82036,1.20668,1.04715,0.00560864,0.00560864,0.00560864
466,344116,1.00876,1.51984,1.12422,0.81271,0.76917,0.8241,0.58111,0.81992,1.20713,1.04695,0.00559318,0.00559318,0.00559318
467,344839,1.00704,1.51653,1.12367,0.80816,0.7723,0.82423,0.58208,0.81929,1.2068,1.04656,0.00557773,0.00557773,0.00557773
468,345556,1.00469,1.50846,1.12372,0.80834,0.77308,0.8241,0.58197,0.81915,1.20522,1.04647,0.00556226,0.00556226,0.00556226
469,346273,1.01307,1.51677,1.12584,0.80903,0.77265,0.82365,0.58243,0.81899,1.20477,1.04626,0.00554679,0.00554679,0.00554679
470,347004,1.00554,1.51095,1.12504,0.81047,0.77364,0.82355,0.58242,0.81864,1.20519,1.04611,0.00553132,0.00553132,0.00553132
471,347729,1.00975,1.5229,1.12862,0.80555,0.77609,0.82348,0.58266,0.81845,1.20516,1.04601,0.00551584,0.00551584,0.00551584
472,348454,1.00453,1.50809,1.1269,0.81112,0.77461,0.82339,0.5828,0.81844,1.20506,1.04584,0.00550035,0.00550035,0.00550035
473,349174,1.00869,1.503,1.12165,0.80812,0.77554,0.82437,0.5832,0.81822,1.20503,1.04575,0.00548486,0.00548486,0.00548486
474,349898,1.00541,1.50848,1.12641,0.80736,0.77556,0.82465,0.58344,0.81811,1.20509,1.0455,0.00546937,0.00546937,0.00546937
475,350625,1.00691,1.514,1.1259,0.80121,0.78141,0.8248,0.58351,0.81812,1.20406,1.04531,0.00545387,0.00545387,0.00545387
476,351365,1.00693,1.52016,1.1273,0.80511,0.77899,0.82488,0.58417,0.81789,1.20395,1.0453,0.00543837,0.00543837,0.00543837
477,352094,1.00376,1.50923,1.12378,0.80785,0.77763,0.824,0.58355,0.81785,1.20429,1.04529,0.00542287,0.00542287,0.00542287
478,352819,1.00802,1.51164,1.12525,0.80923,0.7778,0.82453,0.58415,0.81741,1.20364,1.04523,0.00540736,0.00540736,0.00540736
479,353553,1.00718,1.51449,1.12734,0.80896,0.77922,0.82527,0.58341,0.81712,1.20228,1.04496,0.00539185,0.00539185,0.00539185
480,354282,1.0038,1.5053,1.12503,0.81774,0.7734,0.82604,0.58394,0.81742,1.19887,1.04517,0.00537633,0.00537633,0.00537633
481,354998,1.00805,1.52042,1.12468,0.81412,0.77564,0.82474,0.5839,0.81693,1.19772,1.0452,0.00536081,0.00536081,0.00536081
482,355729,1.00343,1.50639,1.12564,0.81083,0.77792,0.82557,0.58446,0.81723,1.19636,1.04547,0.00534529,0.00534529,0.00534529
483,356457,1.00194,1.50315,1.12378,0.80865,0.77805,0.8262,0.58533,0.81751,1.19474,1.04563,0.00532977,0.00532977,0.00532977
484,357189,1.0058,1.51412,1.12807,0.81062,0.77528,0.82621,0.58543,0.81782,1.1944,1.04592,0.00531424,0.00531424,0.00531424
485,357917,1.00922,1.52059,1.1271,0.81138,0.77617,0.82698,0.58528,0.81768,1.19425,1.04591,0.00529871,0.00529871,0.00529871
486,358640,1.0034,1.50611,1.12415,0.81249,0.77639,0.82648,0.58556,0.81784,1.19396,1.04594,0.00528318,0.00528318,0.00528318
487,359359,1.00372,1.4988,1.12217,0.8152,0.77537,0.82614,0.58499,0.81789,1.19213,1.0459,0.00526764,0.00526764,0.00526764
488,360088,1.00004,1.49978,1.12239,0.81769,0.77212,0.82617,0.5857,0.81776,1.19138,1.04595,0.00525211,0.00525211,0.00525211
489,360810,0.99822,1.4916,1.12133,0.81745,0.77106,0.82625,0.5857,0.8176,1.19031,1.04594,0.00523657,0.00523657,0.00523657
490,361530,0.99945,1.49956,1.12191,0.81326,0.77193,0.82585,0.58614,0.81731,1.18929,1.04589,0.00522103,0.00522103,0.00522103
491,362262,1.00003,1.49797,1.1237,0.81937,0.7699,0.82635,0.58613,0.81689,1.18856,1.04581,0.00520548,0.00520548,0.00520548
492,362984,0.9975,1.49899,1.12089,0.82374,0.76824,0.82641,0.58662,0.81676,1.18826,1.04566,0.00518994,0.00518994,0.00518994
493,363717,0.99779,1.49117,1.11964,0.82248,0.76801,0.82641,0.58652,0.81702,1.18888,1.04562,0.00517439,0.00517439,0.00517439
494,364442,0.99835,1.49005,1.11937,0.81787,0.77064,0.82671,0.58703,0.81716,1.18946,1.04551,0.00515885,0.00515885,0.00515885
495,365180,1.00151,1.49839,1.12436,0.82048,0.76824,0.82676,0.5874,0.81677,1.19071,1.04526,0.0051433,0.0051433,0.0051433
496,365908,0.99885,1.49266,1.12158,0.82145,0.76757,0.82756,0.5872,0.81711,1.19082,1.04527,0.00512775,0.00512775,0.00512775
497,366637,1.00191,1.49381,1.12414,0.82237,0.76675,0.82788,0.58757,0.81696,1.18907,1.04504,0.0051122,0.0051122,0.0051122
498,367358,1.00025,1.49911,1.11978,0.81403,0.77326,0.82784,0.58671,0.81721,1.18905,1.04523,0.00509665,0.00509665,0.00509665
499,368079,0.99886,1.49668,1.12188,0.80602,0.77645,0.82772,0.58729,0.81717,1.18827,1.04529,0.0050811,0.0050811,0.0050811
500,368804,1.00051,1.49219,1.12353,0.80929,0.7748,0.82821,0.58674,0.81702,1.18755,1.04535,0.00506555,0.00506555,0.00506555
501,369535,0.99808,1.48706,1.12222,0.8103,0.77533,0.82902,0.58678,0.81707,1.18746,1.04541,0.00505,0.00505,0.00505
502,370267,0.99694,1.49396,1.1234,0.8095,0.77591,0.8293,0.58755,0.8173,1.1885,1.0456,0.00503445,0.00503445,0.00503445
503,370986,1.00194,1.50104,1.1233,0.80855,0.77633,0.82964,0.58766,0.81775,1.18956,1.0457,0.0050189,0.0050189,0.0050189
504,371711,0.99901,1.49498,1.12344,0.80936,0.77736,0.82927,0.58728,0.81814,1.19012,1.04586,0.00500335,0.00500335,0.00500335
505,372439,0.99432,1.48231,1.11853,0.80764,0.77724,0.82934,0.58786,0.81883,1.19159,1.04605,0.0049878,0.0049878,0.0049878
506,373170,0.99458,1.48035,1.11953,0.80742,0.7786,0.82944,0.58788,0.81912,1.1925,1.046,0.00497225,0.00497225,0.00497225
507,373890,0.99785,1.49894,1.12143,0.80738,0.77896,0.82976,0.58737,0.81917,1.19309,1.04596,0.0049567,0.0049567,0.0049567
508,374617,0.99664,1.48238,1.11935,0.81009,0.77731,0.82985,0.58735,0.81927,1.19114,1.04591,0.00494115,0.00494115,0.00494115
509,375340,0.99506,1.4846,1.11898,0.80929,0.77844,0.82942,0.5869,0.81922,1.1924,1.04584,0.00492561,0.00492561,0.00492561
510,376070,0.99589,1.47699,1.11796,0.81594,0.77534,0.82952,0.58661,0.81966,1.19241,1.04599,0.00491006,0.00491006,0.00491006
511,376799,0.99027,1.47315,1.11725,0.81461,0.77673,0.82966,0.58634,0.81989,1.19152,1.04614,0.00489452,0.00489452,0.00489452
512,377529,0.99439,1.47615,1.12043,0.81087,0.7786,0.82968,0.58623,0.81976,1.19011,1.04615,0.00487897,0.00487897,0.00487897
513,378256,0.99256,1.47653,1.11888,0.81287,0.77989,0.82969,0.58649,0.81961,1.19012,1.04609,0.00486343,0.00486343,0.00486343
514,378978,0.99944,1.4824,1.12077,0.81219,0.78099,0.82961,0.5862,0.81976,1.18966,1.04607,0.00484789,0.00484789,0.00484789
515,379699,0.99845,1.48298,1.11774,0.82815,0.77106,0.82973,0.58614,0.81942,1.19004,1.04555,0.00483236,0.00483236,0.00483236
516,380429,0.99214,1.47365,1.11642,0.82383,0.77497,0.82801,0.58535,0.81927,1.19048,1.04536,0.00481682,0.00481682,0.00481682
517,381162,0.99349,1.47485,1.1193,0.82234,0.77726,0.82851,0.58648,0.8193,1.18962,1.04527,0.00480129,0.00480129,0.00480129
518,381894,0.9948,1.4774,1.11999,0.82361,0.77489,0.82839,0.58672,0.81916,1.18885,1.04499,0.00478576,0.00478576,0.00478576
519,382629,0.99495,1.47554,1.12017,0.82456,0.77516,0.8292,0.58718,0.81889,1.18757,1.04466,0.00477023,0.00477023,0.00477023
520,383361,0.99105,1.46961,1.11778,0.82193,0.77682,0.83003,0.58809,0.81862,1.1881,1.04438,0.00475471,0.00475471,0.00475471
521,384096,0.99235,1.47583,1.11852,0.82317,0.77607,0.83004,0.58835,0.81853,1.18962,1.04432,0.00473919,0.00473919,0.00473919
522,384829,0.99056,1.47243,1.11534,0.82512,0.77621,0.83057,0.58896,0.8185,1.18985,1.04425,0.00472367,0.00472367,0.00472367
523,385559,0.99233,1.46613,1.1163,0.8238,0.77741,0.83084,0.58911,0.81925,1.19046,1.04451,0.00470815,0.00470815,0.00470815
524,386286,0.99263,1.47158,1.11621,0.8259,0.77602,0.83079,0.58924,0.81914,1.18995,1.04449,0.00469264,0.00469264,0.00469264
525,387007,0.99383,1.47456,1.117,0.8257,0.77619,0.83064,0.58993,0.81927,1.1892,1.04453,0.00467713,0.00467713,0.00467713
526,387733,0.99081,1.46346,1.11512,0.82505,0.77581,0.83135,0.58927,0.81893,1.18885,1.04421,0.00466163,0.00466163,0.00466163
527,388458,0.98786,1.46487,1.11304,0.82815,0.77518,0.83213,0.59039,0.81861,1.18862,1.04374,0.00464613,0.00464613,0.00464613
528,389188,0.99066,1.46607,1.11625,0.82645,0.7763,0.83216,0.59044,0.81849,1.18679,1.04351,0.00463063,0.00463063,0.00463063
529,389915,0.98943,1.46006,1.11651,0.82446,0.77506,0.83173,0.59038,0.81817,1.18515,1.04325,0.00461514,0.00461514,0.00461514
530,390646,0.99201,1.47283,1.11592,0.8226,0.77505,0.83064,0.59094,0.81781,1.18434,1.04289,0.00459965,0.00459965,0.00459965
531,391369,0.9927,1.48529,1.11635,0.82435,0.77764,0.83264,0.5917,0.81735,1.18487,1.0425,0.00458416,0.00458416,0.00458416
532,392096,0.98757,1.45987,1.11325,0.82637,0.77587,0.83307,0.59142,0.81681,1.18552,1.04223,0.00456868,0.00456868,0.00456868
533,392824,0.99478,1.47647,1.11673,0.82207,0.77916,0.83362,0.59229,0.81652,1.18405,1.04206,0.00455321,0.00455321,0.00455321
534,393560,0.98807,1.4592,1.11602,0.81796,0.78221,0.83406,0.5914,0.81623,1.18284,1.04196,0.00453774,0.00453774,0.00453774
535,394280,0.99371,1.47212,1.11569,0.82107,0.78089,0.83437,0.59054,0.81622,1.18237,1.04194,0.00452227,0.00452227,0.00452227
536,395040,0.98993,1.47346,1.11753,0.82774,0.77837,0.83493,0.59098,0.8158,1.18181,1.04182,0.00450682,0.00450682,0.00450682
537,395782,0.98716,1.46238,1.1173,0.8318,0.77691,0.83556,0.59093,0.81531,1.1813,1.04176,0.00449136,0.00449136,0.00449136
538,396507,0.98673,1.45705,1.11285,0.83138,0.77704,0.83549,0.59083,0.81509,1.18008,1.04171,0.00447591,0.00447591,0.00447591
539,397236,0.99054,1.46645,1.11456,0.83218,0.77636,0.83574,0.59069,0.81524,1.17865,1.04175,0.00446047,0.00446047,0.00446047
540,397962,0.98792,1.46337,1.11235,0.83609,0.77449,0.83614,0.59138,0.81535,1.17792,1.04181,0.00444503,0.00444503,0.00444503
541,398696,0.99122,1.4569,1.11737,0.83468,0.7747,0.83626,0.59082,0.81537,1.1758,1.04168,0.0044296,0.0044296,0.0044296
542,399415,0.99006,1.4658,1.11503,0.83402,0.77334,0.83613,0.5914,0.81514,1.1761,1.04168,0.00441418,0.00441418,0.00441418
543,400142,0.98154,1.44699,1.11013,0.835,0.7753,0.83597,0.59118,0.81542,1.17537,1.04173,0.00439876,0.00439876,0.00439876
544,400870,0.98784,1.45369,1.11122,0.83612,0.77536,0.8365,0.5911,0.81548,1.17559,1.04168,0.00438334,0.00438334,0.00438334
545,401606,0.9857,1.45094,1.11299,0.83957,0.77572,0.83702,0.59086,0.81557,1.1744,1.04159,0.00436794,0.00436794,0.00436794
546,402336,0.98622,1.45617,1.1129,0.83895,0.7754,0.83661,0.59143,0.81565,1.17481,1.04156,0.00435254,0.00435254,0.00435254
547,403066,0.98556,1.44967,1.11209,0.83628,0.7759,0.83688,0.59152,0.81574,1.17322,1.04147,0.00433715,0.00433715,0.00433715
548,403799,0.98604,1.45114,1.11094,0.82998,0.77767,0.83521,0.59103,0.81628,1.17191,1.04146,0.00432176,0.00432176,0.00432176
549,404531,0.9878,1.45307,1.11177,0.83453,0.77506,0.83498,0.59116,0.81655,1.17072,1.04146,0.00430638,0.00430638,0.00430638
550,405260,0.98531,1.44917,1.11173,0.83928,0.77338,0.8349,0.59156,0.81655,1.17019,1.04149,0.00429101,0.00429101,0.00429101
551,405998,0.98315,1.44222,1.11171,0.83726,0.77635,0.83564,0.59195,0.81653,1.16851,1.0416,0.00427565,0.00427565,0.00427565
552,406721,0.98536,1.44484,1.10908,0.8385,0.77676,0.83541,0.59198,0.81688,1.16885,1.04176,0.00426029,0.00426029,0.00426029
553,407450,0.98713,1.45523,1.10981,0.84091,0.77837,0.83763,0.59359,0.81689,1.1684,1.04155,0.00424495,0.00424495,0.00424495
554,408167,0.9899,1.45934,1.11205,0.83606,0.78089,0.83782,0.59289,0.81665,1.16749,1.04141,0.00422961,0.00422961,0.00422961
555,408884,0.9875,1.45386,1.11061,0.83753,0.77915,0.83791,0.59327,0.81656,1.16695,1.0413,0.00421427,0.00421427,0.00421427
556,409618,0.9821,1.44565,1.1116,0.83731,0.77972,0.83801,0.59337,0.81638,1.16661,1.04091,0.00419895,0.00419895,0.00419895
557,410343,0.983,1.43671,1.10897,0.83916,0.77849,0.83778,0.59399,0.81597,1.16655,1.04049,0.00418364,0.00418364,0.00418364
558,411066,0.98565,1.45512,1.10936,0.83569,0.78203,0.8379,0.59372,0.81578,1.16623,1.04028,0.00416833,0.00416833,0.00416833
559,411791,0.98678,1.44858,1.10828,0.83806,0.78042,0.83789,0.59352,0.81604,1.16651,1.04022,0.00415303,0.00415303,0.00415303
560,412519,0.98318,1.43904,1.1049,0.83832,0.78175,0.83784,0.59307,0.81618,1.16668,1.03989,0.00413774,0.00413774,0.00413774
